question,answer,docid,dataType,title,content
如果一個客戶在某證券公司存入了保證金，但該證券公司面臨破產無法支付客戶保證金，該客戶該怎麼辦？,根據原文“一個客戶在某證券公司存入了5萬元保證金，但這家證券公司及其營業部面臨破產、倒閉等情況，無法支付客戶5的萬元保證金，這樣，這位客戶就擁有對該證券公司5萬元的債權。”可知，該客戶可以和證券公司簽訂債權收購協議，讓證券公司用5萬元的現金，收購了自己對該證券公司擁有的5萬元債權。證券公司就通過這種形式，把欠客戶的5萬元保證金退還給了客戶。,319661,百科,債權收購,金融機構網點收購個人債權及客戶證券交易結算資金，通俗地講，就是面臨破產或被清算的金融機構直接或間接地，通過收購客戶的債權，達到退還客戶存款、保證金等的目的。例如，一個客戶在某證券公司存入了5萬元保證金，但這家證券公司及其營業部面臨破產、倒閉等情況，無法支付客戶5的萬元保證金，這樣，這位客戶就擁有對該證券公司5萬元的債權。這時，在國家有關部門的運作下，該證券公司答應全額收購客戶的這5萬元債權，這樣，該客戶就和證券公司簽訂債權收購協議，讓證券公司用5萬元的現金，收購了自己對該證券公司擁有的5萬元債權。證券公司就通過這種形式，把欠客戶的5萬元保證金退還給了客戶。 因此，個人債權收購實際是金融機構發生經營危機時，保障投資者利益的國家收購行爲。
傾城琉煙這本小說的作者是誰？,根據原文“《傾城琉煙》是一本連載於紅袖添香網的小說，作者是慕容拂曉”可知，傾城琉煙的作者是慕容拂曉。,320140,百科,傾城琉煙,"《傾城琉煙》是一本連載於紅袖添香網的小說，作者是慕容拂曉。傾城琉煙小說類型 穿越架空 傾城琉煙內容簡介 在睡覺時莫名其妙的穿越回了一個歷史上不存在的朝代,成了一個十歲小女孩,還未玩轉古代就成了待嫁王妃。在十四歲那年酒後失身給了未婚夫王爺。 看琉煙妹子在古代如何混得如魚得水,怎樣神經大條的獲得男主青睞"
作者何等寫作風格？,根據原文“《傾歆一生》是關卿何事創作的情感小說”可知，作者寫作風格以表達情感和愛情爲主題，情感細膩、情節曲折。,320348,百科,傾歆一生,《傾歆一生》是關卿何事創作的情感小說，發表於17K小說網。作品簡介 她曾經兩次因爲愛情痛徹心扉，是選擇接受還是放棄？他發誓要給她溫暖卻傷害了她，是選擇彌補還是錯過？情人總是分分合合，我只願傾心一生！ [1]
假體腔動物的特徵有哪些？,"根據原文“所謂假體腔,是動物體腔的一種形式,也是動物進化中最早出現的一種原始的體腔類型，它是由胚胎發育期的囊胚腔持續到成體而形成的體腔，只具體壁肌肉層，不具腸壁肌肉層。假體腔動物的腸壁仍然是單層細胞。假體腔內沒有體腔膜，器官系統均遊離在假體腔內。 假體腔外面以中胚層的縱肌爲界 ，裏面以內胚層的消化管壁爲界 ，充滿體腔液，沒有體腔膜 ，因而又稱爲原體腔或初生體腔... 假體腔動物都具有完整的消化道，即有口及肛門，腸道的前端有肌肉質咽，以完成食物的機械消化。大多數假體腔動物均爲雌雄異體，具有原腎型排泄系統，沒有呼吸及循環器官。假體腔動物除寄生種類外，多爲小型動物，體長一般由幾毫米到幾釐米之間。體表覆蓋一層角質層，纖毛減少或完全消失。”可以知道，假體腔動物的特徵包括：具有完整的消化道，雌雄異體，具有原腎型排泄系統，體型小等特點。",69482,百科,假體腔,"所謂假體腔,是動物體腔的一種形式,也是動物進化中最早出現的一種原始的體腔類型，它是由胚胎發育期的囊胚腔持續到成體而形成的體腔，只具體壁肌肉層，不具腸壁肌肉層。假體腔動物的腸壁仍然是單層細胞。假體腔內沒有體腔膜，器官系統均遊離在假體腔內。 假體腔外面以中胚層的縱肌爲界 ，裏面以內胚層的消化管壁爲界 ，充滿體腔液，沒有體腔膜 ，因而又稱爲原體腔或初生體腔，線形動物具有。同義詞 原體腔一般指假體腔 假體腔分佈 具假體腔的無脊椎動物。假體腔外面以中胚層的縱肌爲界 ，裏面以內胚層的 消化管壁爲界 ，沒有體腔膜 ，因而又稱爲原體腔或初生體腔。假體腔動物包括輪蟲動物門、腹毛動物門、線蟲動物門、線形動物門、 動吻動物門、鎧甲動物門、棘頭動物門、顎胃動物門、內肛動物門等。假體腔動物一般體縱長，蠕蟲狀，兩側對稱，三胚層。假體腔內充滿體腔液。體表具角質譜。有肛門。通常雌雄異體，兩性外形也常不同。 [1] 假體腔動物包括了形態並不很相似、親緣關係也不十分清楚的一些類羣，一般認爲包括7個獨立的門，即腹毛動物門、輪形動物門、動吻動物門、線蟲動物門、線形動物門、棘頭動物門及內肛動物門，它們聯合成複雜的一類。所以把這些門集合成一類，就是因爲它們在體壁與消化道之間都有一個空腔，稱假體腔（ pseud－ocoel）。 [2] 假體腔外形特徵 假體腔動物都具有完整的消化道，即有口及肛門，腸道的前端有肌肉質咽，以完成食物的機械消化。大多數假體腔動物均爲雌雄異體，甚至雌雄異形，這樣從結構上避免了動物的自體受精。具有原腎型排泄系統，沒有呼吸及循環器官。 假體腔動物除寄生種類外，多爲小型動物，體長一般由幾毫米到幾釐米之間。體表覆蓋一層角質層，纖毛減少或完全消失。一些小型的種類構成身體或器官的細胞或細胞核的數目是種內固定的，這是因爲蟲體的細胞分裂在卵孵化之前已經停止，孵化後個體的生長僅由每個細胞體積的增長所形成。 詞條圖冊 更多圖冊 參考資料 1. 假體腔動物 ．msn健康[引用日期2011-10-14] 2. 假體腔 ．搜搜百科[引用日期2012-10-29]"
韓紅在微電影《假如失去三天光明》中扮演的角色是什麼？,根據原文“劇中，韓紅以一位志願者的身份來到西藏盲童學校，用布蒙上眼睛，體驗失去三天光明的黑暗生活”可知，韓紅在微電影中扮演一位志願者，用布蒙上眼睛，體驗失去三天光明的黑暗生活。,320760,百科,假如失去三天光明,本片由著名音樂人、歌手韓紅零酬勞出演，是國內首支以“西藏盲童”爲主題的公益微電影。片中，韓紅以黑布矇眼，嘗試用三天的時間感受西藏盲童看不到光明的世界。內容簡介 面對黑暗，人總會覺得茫然無助。對於用雙眼觀察這個世界的我們，三天的黑暗不過是一時的困難，而對盲童而言，黑暗卻是伴隨一生的事。三天的黑暗裏，平日裏喫飯喝水這種小事也變成難事。信步而走變成了奢望，短短的距離都需要用一步一步來計算。海倫凱勒的“假如給我三天光明”讓我們看到了盲人眼中的光明與希望，而這一部短片，則從另一個角度，讓我們同樣體會到了他們的堅強。我們用眼睛看世界，卻是用心在感悟這個世界。 劇中，韓紅以一位志願者的身份來到西藏盲童學校，用布蒙上眼睛，體驗失去三天光明的黑暗生活。失去光明，意味着被黑暗中的無助、恐懼籠罩，而在和一羣盲童 相處的過程中，韓紅卻感覺到了信任、溫暖和關愛。失去三天光明，收穫了許多感動和意外，韓紅感悟到光不僅是物理的光，還是人與人之間最純粹的情感，而正是有了這些最純粹的情感，生活才充滿希望和力量。由此推出了故事主題：有光就有力量！ [1] 這一部片子平實無華，以紀錄片的手法記錄了韓紅三天的黑暗生活。片子將韓紅適應盲人的世界中的種種細節展現，平凡而真實，卻又至情而動人。 該片於2012年12月18日在連雲港舉行首映儀式。2012年12月31日正式在愛奇藝首映。 [2] 職員表 總策劃：徐新建 導演：趙天宇 執行導演：張曦 攝影指導：沙金成 攝影助理：孫小斌，張祖新 燈光師：嚴笑 造型：趙穎 道具：時小勇 剪輯：金晶 製片主任：任世峯 製片：李延軍 生活製片：賀亮 劇務：賈彪
什麼是假寢？,根據原文“假寢，讀音jiǎ qǐn，漢語詞語，意思是猶假寐。解釋 猶假寐。”可知，假寢指的是假裝睡覺或者短時間的小睡。在古代文獻中有許多關於假寢的描述，如“宣子盛服將朝，尚早，坐而假寢”和“玄宗得其藥，喜，盡出左右，獨構火殿中，煮未及熟，怠而假寢”。,320980,百科,假寢,假寢，讀音jiǎ qǐn，漢語詞語，意思是猶假寐。解釋 猶假寐。 [1] 出處 漢·劉向《說苑·立節》：“宣子盛服將朝，尚早，坐而假寢。” 《三國志·吳志·孫權傳》：“夙夜兢兢，不遑假寢。” 唐·李德裕《次柳氏舊聞》：“玄宗得其藥，喜，盡出左右，獨構火殿中，煮未及熟，怠而假寢。”
假日別墅酒店提供哪些房型？,"根據原文“酒店的房型有多種選擇,提供了四人間、單人間、四人房、雙牀房”，假日別墅酒店提供四種房型，分別是四人間、單人間、四人房和雙牀房。每個客房都配有熨斗, 書桌, 熨衣設備, 客廳角, 暖氣, 淋浴, 吹風機, 免費洗浴用品, 衛生間, 浴室, 浴缸或淋浴, 電視, 傳真, 收音機, 沏茶/咖啡設備, 冰箱, 微波爐, 喚醒服務/鬧鐘。",86442,百科,假日別墅酒店,"假日別墅酒店位於悉尼,是家2星級酒店。酒店位置較好,距離岩石區打車5分鐘,車程約3.2公里。 簡介 假日別墅酒店位於悉尼,是家2星級酒店。酒店位置較好,距離岩石區打車5分鐘,車程約3.2公里。 假日別墅酒店酒店還會提供一項住宿的免費政策:所有12歲以下的兒童在使用現有的牀鋪時不需付費。 酒店地址 55 macleay street, potts point, 帕茲角, 2011 悉尼 周圍景觀 岩石區、悉尼塔、悉尼歌劇院、海德公園、悉尼聖瑪麗大教堂、皇家植物園、情人港、悉尼海港大橋 、悉尼港、環形碼頭、維多利亞女王大廈 交通信息 酒店交通比較方便,以各主要景點的距離如下: 岩石區:打車5分鐘,車程約3.2公里 海德公園:步行25分鐘,或打車5分鐘,車程約3.5公里 維多利亞女王大廈:步行27分鐘,或打車6分鐘,車程約3.3公里 情人港:打車9分鐘,車程約5.0公里 悉尼海港大橋 :打車7分鐘,車程約4.0公里 悉尼歌劇院:打車3分鐘,車程約2.9公里 悉尼港:打車12分鐘,車程約9.0公里 環形碼頭:打車3分鐘,車程約2.6公里 皇家植物園:步行18分鐘,或打車9分鐘,車程約3.5公里 悉尼塔:步行25分鐘,或打車7分鐘,車程約3.0公里 悉尼聖瑪麗大教堂:步行19分鐘,或打車4分鐘,車程約2.1公里 房型介紹 酒店的房型有多種選擇,提供了四人間、單人間、四人房、雙牀房、每個客房都配有熨斗, 書桌, 熨衣設備, 客廳角, 暖氣, 淋浴, 吹風機, 免費洗浴用品, 衛生間, 浴室, 浴缸或淋浴, 電視, 傳真, 收音機, 沏茶/咖啡設備, 冰箱, 微波爐, 喚醒服務/鬧鐘。 房價信息 四人間 2327元 單人間 397元 四人房 907元 雙牀房 936元 設施服務 暖氣、圖書館、吸菸區、無煙客房、花園、攜帶寵物、bbq、語言、旅遊諮詢、票務、喚醒、快速入住、退房、外幣兌換 相關條款 入住時間 15:00-20:00時 退房時間 10:00時之前 預訂取消/預付政策 不同類型的客房附帶不同的取消預訂和預先付費政策 選擇上述客房時,請參閱客房條款。 兒童和加牀 歡迎所有年齡的兒童。 所有12歲以下的兒童在使用現有的牀鋪時不需付費。 所有2歲以下的兒童嬰兒牀不需付費。 最多容納:0張加牀。 最多容納:一間客房增加3張幼兒牀。 所提出的任何加牀或嬰兒牀的要求均需獲得酒店的確認。"
假目標干擾的兩種產生方法分別是什麼？,"根據原文“有源假目標干擾是用干擾機發射或轉發假目標信號,使敵方電子信息設備受騙上當；無源假目標干擾是投放無源干擾器材或者攜帶干擾器材的導彈、火箭、無人機、小船、浮標等形成的。”可知，假目標干擾的兩種產生方法分別是有源假目標干擾和無源假目標干擾。有源假目標干擾是通過干擾機發射或轉發假目標信號，而無源假目標干擾是通過投放無源干擾器材或者攜帶干擾器材的導彈、火箭、無人機、小船、浮標等形成的。",321321,百科,假目標干擾,"產生與真目標相似的信號,欺騙敵方探測、跟蹤和武器控制系統的電子干擾。按干擾對象,分爲雷達假目標干擾、紅外假目標干擾、激光假目標干擾和水聲假目標干擾；按產生方法,分爲有源假目標干擾和無源假目標干擾。有源假目標干擾是用干擾機發射或轉發假目標信號,使敵方電子信息設備受騙上當；無源假目標干擾是投放無源干擾器材或者攜帶干擾器材的導彈、火箭、無人機、小船、浮標等形成的。"
誰是《假裝懷念》這首歌曲的作者和演唱者？,根據原文“《假裝懷念》是由馬旭東作詞作曲編曲並親自演唱的一首歌曲。”可知，這首歌曲的作者和演唱者都是馬旭東。,321470,百科,假裝懷念,《假裝懷念》是由馬旭東作詞作曲編曲並親自演唱的一首歌曲。12月16首發於qq音樂。基本信息 歌名：假裝懷念 詞曲：馬旭東 混音：馬旭東 演唱：馬旭東 2015年12月首發於QQ音樂，收錄於《假裝懷念》EP [1] 歌詞文本 假裝懷念 - 馬旭東馬劍芬 詞：馬旭東 曲：馬旭東 編曲：馬旭東 馬旭東： 誰能瞭解我的思念 慢慢化成了繭 誰能體會我的眷戀 被時間擱了淺 輕撫琴絃誰在懷念 當年的那場雪 陪你去看流星幻滅 和歲月的更迭 曾經純真的笑臉 依偎在別人雙肩 想起那條熟悉的街 那些蜜語甜言 恨單純敗給時間 馬劍芬： 你何必假裝懷念 你何必繼續敷衍 你又何必藕斷絲連 既然已經不愛了 爲何還要承諾呢 讓記憶瞬間破滅 你何必假裝懷念 你何必再說抱歉 你又何必委曲求全 刪掉所有的留言 忘記你給的一切 最痛的不過思念
假面愛人遊戲的作者是誰？,根據原文“《假面愛人》是一款校園文字遊戲，遊戲作者是米斯特（@mister2）。”可知，假面愛人遊戲的作者是米斯特。,321681,百科,假面愛人,《假面愛人》是一款校園文字遊戲，遊戲作者是米斯特（@mister2）。假面愛人遊戲介紹 《假面愛人》是一款校園文字遊戲，遊戲主要講述一位白富美學霸女神，因爲一次惡毒的算計，和班上神憎鬼厭的醜女互換身體。瞬間從頂峯跌落深淵成了最低賤的地底泥。 假面愛人操作指南 假面愛人如何開始 遊戲加載完畢點擊開始遊戲，遊戲一開始會進行一個測試，所測試的內容將會給玩家一個屬性。該屬性將會影響之後的劇情，請玩家慎重選擇 假面愛人操作方法 根據提示，選擇適當的選項。選項內容影響後期劇情，請慎重選擇。
偏僻這個詞語的基本解釋是什麼？,根據原文“偏僻是一個漢語詞語，讀音爲piān pì。意思是離城市或中心區遠，交通不便；引申爲孤陋，見聞短淺；也指冷僻、不常見，偏頗、不公正。”可以知道，偏僻的基本解釋是遠離人口集中居住的地區或遠離交通要道，同時也引申爲孤陋、見聞短淺，冷僻、不常見，偏頗、不公正。,322156,百科,偏僻,"偏僻是一個漢語詞語，讀音爲piān pì。意思是離城市或中心區遠，交通不便；引申爲孤陋，見聞短淺；也指冷僻、不常見，偏頗、不公正。最早見於宋·周密《志雅堂雜鈔·人事》。基本解釋 遠離人口集中居住的地區或遠離交通要道。 例：偏僻的住所。 很少有人去，使人感到寂寞和孤獨。 例：不僅在城裏聽到,甚至在偏僻的農舍裏也聽到了。 古怪；怪僻。 例：行爲偏僻性乖張，那管世人誹謗。——《紅樓夢》 [1] 引證解釋 1. 荒僻，交通不便。 《英烈傳》第二七回：“那士卒因地方偏僻，全不提防，都酣酣的大睡。” 清姚鼐 《張仲絜時文序》：“﹝ 常熟 ﹞雖偏僻下邑，其士人多知乘時，或逾於都會廣聚之區，習使之然也。” 魯迅 《朝花夕拾·五猖會》：“我家的所在很偏僻。” 楊沫《青春之歌》第二章：“ 熱河省一個偏僻的山村裏，住着一家姓李的人家。” 2. 引申爲孤陋，見聞短淺。 清 和邦額《夜譚隨錄·梁生》：“二兄偏僻，必以我言爲河漢，請晰言之，可乎？” 3. 指冷僻，不常見。 許地山 《換巢鸞鳳》：“我先說了，不許用偏僻的句。” 4. 偏頗，不公正。 元 無名氏《劉弘嫁婢》第二折：“你道的差了，天有萬物於人，人無一物於天，天有甚麼偏僻那？” 清 梁紹壬 《兩般秋雨盦隨筆·理學偏僻》：“ 王荊公 以《春秋》爲斷爛朝報，不列六經； 程伊川 以《資治通鑑》爲玩物喪志，禁人勿習。講理學者偏僻，往往如此。” 胡蘊玉 《中國文學史序》：“放言倡論，冒爲經世之談；襲貌遺神，流爲偏僻之論。” 5. 指房中術。 宋 周密《志雅堂雜鈔·人事》：“士大夫至晚年，多事偏僻之術；往往無子者，蓋交感之道，必精與氣，然後生育。而偏僻之術，多加以繫纜之法，蓋氣不過，所以無子也。” 元 朱庭玉 《梁州第七·妓門庭》套曲：“有幾多說不盡人不會的偏僻、風流、是非，造次不容易。” [1]"
偏心軌道打磨機可以用在哪些行業？,根據原文“偏心振動打磨機體積小，且採用優質氨基甲酸乙酯材料，可安裝與重 量相稱的砂輪片，且可改裝成自帶吸塵式打磨機，連接到獨立的灰塵蒐集系統，也可改裝 成與中央吸塵系統相連接的打磨機。圓盤機可打磨直徑從3英寸到6英寸。在汽車製造，家 具製造，複合材料加工，及所有需要打磨的行業具有廣泛的用途。”可知，偏心軌道打磨機可以用在汽車製造、傢俱製造、複合材料加工等行業。,322333,百科,偏心軌道打磨機,偏心振動打磨機體積小，且採用優質氨基甲酸乙酯材料，可安裝與重 量相稱的砂輪片，且可改裝成自帶吸塵式打磨機，連接到獨立的灰塵蒐集系統，也可改裝 成與中央吸塵系統相連接的打磨機。圓盤機可打磨直徑從3英寸到6英寸。在汽車製造，家 具製造，複合材料加工，及所有需要打磨的行業具有廣泛的用途。
偏硼酸鋰的溶解度是多少？,根據原文“溶於水，該品在下列溫度下的溶解度（g100g水）：25℃：3.46，60℃：9.21，100℃：16.0”可知，偏硼酸鋰的溶解度分別爲25℃時爲3.46g/100g水，60℃時爲9.21g/100g水，100℃時爲16.0g/100g水。,322486,百科,偏硼酸鋰,偏硼酸鋰 （Lithium Metaborate）是一種熔融制樣的助熔劑，適用於波長色散XRF熒光光譜儀、AA原子吸收和ICP等制樣。簡介 偏硼酸鋰 （Lithium Metaborate），化學式：LiBO2，式量：49.75（無水物）。 [1] 無色、具有珍珠光澤的三斜晶系晶體。 [1] 無水物具有優良的熱穩定性，熔點：845℃，相對密度：1.397gcm3。 [1] 溶於水，該品在下列溫度下的溶解度（g100g水）：25℃：3.46，60℃：9.21，100℃：16.0。 [1] [2] 不同溫度下，在溶液中可結晶形成二水、八水等多種水合物。 [3] 其八水合物爲無色三方晶系晶體，相對密度1.38gcm3。 [1] 有刺激性。 [3] 八水合物比無水物更易溶於水，並於47℃時溶於自身結晶水中。 [1] [2] 無水物可作爲助熔劑 [4-5] ，主要作用是和四硼酸鋰按比例混合來中和不同氧化物的酸鹼性使得樣品達到熔融，從而可以得到相應熔樣玻璃片或溶液。 [5] 此外還用於陶瓷材料、製藥工業等。 [1] [3] 性狀 純度：超純含量：99.995+%（加拿大CLAISSE）。化學純含量：不少於98.0% [3] 。 高密度：1.4gcm3 外觀：呈玻璃質熔珠狀，粒度100%500μm 特性：預熔融均質化，無塵，高流動性，含脫模劑，不吸潮 無水：含水量0.05% 儲存方法 應密封保存於陰涼、乾燥處。 製法 方法一：可由化學計量的氫氧化鋰或碳酸鋰與硼酸共熔融製取。 [1] [4-5] 方法二：先將氫氧化鋰溶於沸水，過濾除去雜質；再將稍少於理論反應量的硼酸提純後慢慢加入熱的氫氧化鋰溶液中，沉降使溶液冷卻結晶，製得偏硼酸鋰溼料，再經低溫一次烘乾、破碎、高溫二次烘乾等步驟得無水偏硼酸鋰成品。 [6]
作者李換運的散文集有哪些？,根據原文“李換運，1953年生於河北，歷任《共產黨員》雜誌編輯、室主任、副總編、總編。河北省作家協會會員，中國散文家學會會員。出版雜文集《人前人後》，散文集《心跡足跡》”可知，作者李換運出版了雜文集《人前人後》，散文集《心跡足跡》。,322645,百科,做一個完美的人,《做一個完美的人》是2014年吉林文史出版社出版的圖書，作者是李換運。內容簡介 做一個完美的人不容易，但要學着做。這本書原名《公民鑑》。鑑，鏡子。顧名思義，是啓發公民引以爲鑑的書。該書暢談國民從孩提，到青年，到成年，在方方面面，如何做才稱得上好。它講道德，講勵志，講修養，能促使國民養成好的品格，從而用心爲國家做事。 [1] 作者簡介 李換運，1953年生於河北，歷任《共產黨員》雜誌編輯、室主任、副總編、總編。河北省作家協會會員，中國散文家學會會員。出版雜文集《人前人後》，散文集《心跡足跡》。 [1] 圖書目錄 成了石人面不該溺死貓崽兒戴上無色的眼鏡躺在樹下觀鳥舉起刀也不能砍敢曬自己的醜事把錢幣放進他的鞋裏飲了一勺陽光識得美麗處處在蜜蜂能採到甘甜的花粉不可長成歪斜的樹不可“爲用不多於屍”贖回抵押的祖業一次就追一隻兔子在被辱罵中寫就華章讓機車飛快地跑拿破崙獨自開餐保存着十七元金幣有感人之氣度拿那個最小的麪包獨自背起鉅債的包袱放了戴枷的孩子美麗的泥塑莫學那隻老鼠羨魚不若垂釣把水給了傷兵看好那座燈塔世無袖手可得之物帽子掛在合適的位置向老人脫帽致敬心田裏開着鬱金香指揮在火山噴發的時刻墜崖的醉漢保持愛國的熱情不擦敵軍官的靴子有個“意中人”以國家爲最高 [1]
什麼是書中所指的“手腕”？,根據原文“只有靠‘手腕’做事纔是你成事最好的資本”可知，“手腕”是做事的一種策略，一種技巧，一種方法。它包括先下手爲強的膽識，抓住機會的眼光，以及對人情更親的手段。書中向讀者展示了在社會生活中最直接、最便利、最有效的做事技巧，讓讀者在最短的時間內掌握如何左右逢源、馬到成功的做事本領。,322900,百科,做事要有手腕,《做事要有手腕》是2005年9月1日中國物資出版社出版的圖書。內容簡介 聰明不是你做事的唯一資本，兜裏有錢也不是你做事的全部資本，只有靠“手腕”做事纔是你成事最好的資本。小事成就大事，“手腕”成就完美，本書成就你“手腕”人生。 “手腕”是做事的一種策略，一種技巧，一種方法；所謂“手腕”，是做事時先下手爲強的膽識，是抓住機會的眼光，是你對“人情”更親的手段。本書向你展示社會生活中最直接、最便利、最有效的做事技巧，讓你在最短的時間內掌握左右逢源、馬到成功的做事本領。 目錄 第一章 好的心態是成事之本 瞭解心態，好做事 003 拋棄恐懼，做事逍遙 006 “耐煩”也是本事 010 別人能行，我也行 013 把勇氣常留在身邊 021 不要讓怒氣左右你 025 養成快樂的習慣 027 跌倒了，就趕快爬起來 030 帶着希望上路 032 第二章 你不下手，我下手 該斷就斷，絕不猶豫 037 商機就是快速出擊 04l 要跑就跑在前邊 043 冒冒險，又如何046 大膽去闖，反倒沒事 050 不要懷疑自己的判斷055 看得要準，下手要快058 提升膽略，發揮戰略 063 第三章 機遇來了，要用“三隻眼”盯住 “道聽途說”的信息，也有市場073 機會屬於智慧者 077 留心身邊事，機遇自然來 079 對待機遇，要“狠心”一點083 敢於冒險的人機會更多086 在天時地利上尋找突破口091 “守株待兔”沒有好結果095 機會最愛有準備的人 098 藉機之力，成就輝煌 101 第四章 儲蓄人情，辦好大事 把人情“包袱”扔掉 107 做“情”也要講細節 110 送人情：不僅要講分寸，更要講藝術 112 晴天留人情，雨天好借傘 116 借給別人一隻手 120 欠你點情，怕什麼 122 拉人一把要在關鍵之處 124 人情需時時“儲蓄” 127 第五章 讓你的腦子多“轉轉” 創業前必須想清楚 133 給思考找點時間 137 且慢！不要急於行動 141 成功是“想”出來的 145 讓思考支撐起你 150 一樣的頭，不一樣的腦 156 讓“爲什麼”替你開道 159 建立你的“思維空間站” 163 讓思考方式別出心裁 170 第六章 打破常規，我走我路 莫讓環境束縛住手腳 18l 小事可以激發創意 185 敢於突破經驗 187 變化就有機會 189 創新也要講點時尚 192 另闢蹊徑：大膽開創冷門生意 195 轉換思路，就有出路 202 夾縫中求生存更要創新 204 讓思維血液“流”起來 206 與衆不同者勝 209 創新就需“喜新厭舊” 213 第七章 把自己放在“圈”裏 得老闆者得舞臺 221 巧借“貴”，抬身價 224 搞關係要一步一步來 227 同窗學友，想靠就靠 229 多走親戚，好辦事 23l 故鄉人，該求就求 234 恭維異性：開創人際半邊天 236 找同事辦事：需張嘴就張嘴 240 老人和孩子能用就用 242 別人的朋友也是你的朋友 245 第八章 用你的“嘴”說動別人的“腿” 見人說人話，見“鬼”說“鬼”話 249 “流行語”爲你添姿着色 254 “奉承之話”不能少 258 自誇的話要少說 26l 說話要會繞彎子 264 把陌生人“說”成朋友 267 “硬”話也要說“軟” 270 知己知彼再開口 275 說“不”也要玩聰明 279 開玩笑不要過了“火” 282 第九章 不圖小利，小心眼，幹不了大事 讓別人佔點便宜 287 有退有進，喫虧是福 289 取長補短，追求雙贏 292 細節問題，該放就放 296 小處着手，大利在後 299 不爲名利遮住了雙眼 303 舍“小”是爲謀“大” 312 第十章 1個行動〉100個想法 現在就開始動手吧 319 選擇好你的第一個職業 322 明日何其多 325 不妨給自己充充電 328 從細節做起 333 養成良好的工作習慣 335 善於與人“牽手” 338 [1]
《做你的丈夫》是誰創作的？,根據原文“《做你的丈夫》是獨玥創作的女尊小說，發表於晉江文學網。”可知，《做你的丈夫》是由獨玥創作的。,323140,百科,做你的丈夫,《做你的丈夫》是獨玥創作的女尊小說，發表於晉江文學網。作品簡介 每個人都自己夢中之人，雖然無意識的，但都會用自己最喜歡或是最嚮往的所有元素勾勒出一幅夢中之人的景象，繼而在人羣中尋尋覓覓，尋找着夢中之人的身影。他亦是。如果在現在社會可能會他有機會找到。可惜！想他堂堂國防軍校的高級教官，居然在一次野外訓練時不小心墜入懸崖，掉在這一個未知的女尊的朝代，從士兵到皇帝，不一不是女子，男人只是附屬品！他想用赫赫戰功換取了婚姻自由，然後計劃着如何大海撈針般尋找他的夢中人。可他失策了。因爲他的夢中人竟是那穿這一抹明黃的身影。 [1] 參考資料 1. 做你的丈夫 ．晉江文學網[引用日期2014-11-12]
歌曲《做官難》的歌詞內容是什麼？,根據原文“做官難難做官 想做清官更加難 一件僧衣度日艱 兩袖清風傲飢寒 哎呀呀呀呀做官難 要做清官難上難 南無佛南無阿彌陀佛”可知，歌曲表達了做官難以及想做清官更加困難的主題，同時反映了僧衣度日艱、兩袖清風傲飢寒的圖景。,323342,百科,做官難,《做官難》是由何紀光演唱的歌曲，作詞濟公劇組，作曲史濟華。歌曲信息 歌曲名：做官難（《濟公》第8集智破無頭案中插曲） 主唱： 歌曲歌詞 做官難難做官 想做清官更加難 一件僧衣度日艱 兩袖清風傲飢寒 哎呀呀呀呀做官難 要做清官難上難 南無佛南無阿彌陀佛 哎呀呀呀呀做官難 要做清官難上難 南無佛南無阿彌陀佛 做官難難做官 想做清官本不難 一件僧衣斷俗念 兩袖清風廣積善 哎呀呀呀呀做官難 怕難只能做糊塗官 南無佛南無阿彌陀佛 哎呀呀呀呀做官難 怕難只能做糊塗官 南無佛南無阿彌陀佛 （白：哎！怕難吶只好做糊塗官囉！哈哈哈哈...）
